section_id,variant_id,variant_path
calc_p11_s3,calc_p11_s3_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p11_s3\calc_p11_s3_aug1.jpg
calc_p11_s3,calc_p11_s3_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p11_s3\calc_p11_s3_aug2.jpg
calc_p11_s3,calc_p11_s3_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p11_s3\calc_p11_s3_aug3.jpg
calc_p11_s3,calc_p11_s3_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p11_s3\calc_p11_s3_aug4.jpg
calc_p11_s4,calc_p11_s4_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p11_s4\calc_p11_s4_aug1.jpg
calc_p11_s4,calc_p11_s4_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p11_s4\calc_p11_s4_aug2.jpg
calc_p11_s4,calc_p11_s4_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p11_s4\calc_p11_s4_aug3.jpg
calc_p11_s4,calc_p11_s4_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p11_s4\calc_p11_s4_aug4.jpg
calc_p12_s1,calc_p12_s1_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p12_s1\calc_p12_s1_aug1.jpg
calc_p12_s1,calc_p12_s1_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p12_s1\calc_p12_s1_aug2.jpg
calc_p12_s1,calc_p12_s1_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p12_s1\calc_p12_s1_aug3.jpg
calc_p12_s1,calc_p12_s1_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p12_s1\calc_p12_s1_aug4.jpg
calc_p12_s2,calc_p12_s2_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p12_s2\calc_p12_s2_aug1.jpg
calc_p12_s2,calc_p12_s2_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p12_s2\calc_p12_s2_aug2.jpg
calc_p12_s2,calc_p12_s2_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p12_s2\calc_p12_s2_aug3.jpg
calc_p12_s2,calc_p12_s2_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p12_s2\calc_p12_s2_aug4.jpg
calc_p12_s3,calc_p12_s3_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p12_s3\calc_p12_s3_aug1.jpg
calc_p12_s3,calc_p12_s3_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p12_s3\calc_p12_s3_aug2.jpg
calc_p12_s3,calc_p12_s3_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p12_s3\calc_p12_s3_aug3.jpg
calc_p12_s3,calc_p12_s3_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p12_s3\calc_p12_s3_aug4.jpg
calc_p13_s1,calc_p13_s1_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s1\calc_p13_s1_aug1.jpg
calc_p13_s1,calc_p13_s1_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s1\calc_p13_s1_aug2.jpg
calc_p13_s1,calc_p13_s1_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s1\calc_p13_s1_aug3.jpg
calc_p13_s1,calc_p13_s1_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s1\calc_p13_s1_aug4.jpg
calc_p13_s2,calc_p13_s2_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s2\calc_p13_s2_aug1.jpg
calc_p13_s2,calc_p13_s2_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s2\calc_p13_s2_aug2.jpg
calc_p13_s2,calc_p13_s2_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s2\calc_p13_s2_aug3.jpg
calc_p13_s2,calc_p13_s2_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s2\calc_p13_s2_aug4.jpg
calc_p13_s3,calc_p13_s3_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s3\calc_p13_s3_aug1.jpg
calc_p13_s3,calc_p13_s3_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s3\calc_p13_s3_aug2.jpg
calc_p13_s3,calc_p13_s3_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s3\calc_p13_s3_aug3.jpg
calc_p13_s3,calc_p13_s3_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s3\calc_p13_s3_aug4.jpg
calc_p13_s4,calc_p13_s4_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s4\calc_p13_s4_aug1.jpg
calc_p13_s4,calc_p13_s4_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s4\calc_p13_s4_aug2.jpg
calc_p13_s4,calc_p13_s4_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s4\calc_p13_s4_aug3.jpg
calc_p13_s4,calc_p13_s4_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s4\calc_p13_s4_aug4.jpg
calc_p13_s5,calc_p13_s5_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s5\calc_p13_s5_aug1.jpg
calc_p13_s5,calc_p13_s5_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s5\calc_p13_s5_aug2.jpg
calc_p13_s5,calc_p13_s5_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s5\calc_p13_s5_aug3.jpg
calc_p13_s5,calc_p13_s5_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s5\calc_p13_s5_aug4.jpg
calc_p13_s6,calc_p13_s6_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s6\calc_p13_s6_aug1.jpg
calc_p13_s6,calc_p13_s6_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s6\calc_p13_s6_aug2.jpg
calc_p13_s6,calc_p13_s6_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s6\calc_p13_s6_aug3.jpg
calc_p13_s6,calc_p13_s6_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p13_s6\calc_p13_s6_aug4.jpg
calc_p14_s1,calc_p14_s1_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p14_s1\calc_p14_s1_aug1.jpg
calc_p14_s1,calc_p14_s1_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p14_s1\calc_p14_s1_aug2.jpg
calc_p14_s1,calc_p14_s1_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p14_s1\calc_p14_s1_aug3.jpg
calc_p14_s1,calc_p14_s1_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p14_s1\calc_p14_s1_aug4.jpg
calc_p14_s2,calc_p14_s2_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p14_s2\calc_p14_s2_aug1.jpg
calc_p14_s2,calc_p14_s2_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p14_s2\calc_p14_s2_aug2.jpg
calc_p14_s2,calc_p14_s2_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p14_s2\calc_p14_s2_aug3.jpg
calc_p14_s2,calc_p14_s2_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p14_s2\calc_p14_s2_aug4.jpg
calc_p14_s3,calc_p14_s3_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p14_s3\calc_p14_s3_aug1.jpg
calc_p14_s3,calc_p14_s3_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p14_s3\calc_p14_s3_aug2.jpg
calc_p14_s3,calc_p14_s3_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p14_s3\calc_p14_s3_aug3.jpg
calc_p14_s3,calc_p14_s3_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p14_s3\calc_p14_s3_aug4.jpg
calc_p15_s1,calc_p15_s1_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p15_s1\calc_p15_s1_aug1.jpg
calc_p15_s1,calc_p15_s1_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p15_s1\calc_p15_s1_aug2.jpg
calc_p15_s1,calc_p15_s1_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p15_s1\calc_p15_s1_aug3.jpg
calc_p15_s1,calc_p15_s1_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p15_s1\calc_p15_s1_aug4.jpg
calc_p15_s2,calc_p15_s2_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p15_s2\calc_p15_s2_aug1.jpg
calc_p15_s2,calc_p15_s2_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p15_s2\calc_p15_s2_aug2.jpg
calc_p15_s2,calc_p15_s2_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p15_s2\calc_p15_s2_aug3.jpg
calc_p15_s2,calc_p15_s2_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p15_s2\calc_p15_s2_aug4.jpg
calc_p17_s1,calc_p17_s1_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s1\calc_p17_s1_aug1.jpg
calc_p17_s1,calc_p17_s1_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s1\calc_p17_s1_aug2.jpg
calc_p17_s1,calc_p17_s1_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s1\calc_p17_s1_aug3.jpg
calc_p17_s1,calc_p17_s1_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s1\calc_p17_s1_aug4.jpg
calc_p17_s2,calc_p17_s2_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s2\calc_p17_s2_aug1.jpg
calc_p17_s2,calc_p17_s2_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s2\calc_p17_s2_aug2.jpg
calc_p17_s2,calc_p17_s2_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s2\calc_p17_s2_aug3.jpg
calc_p17_s2,calc_p17_s2_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s2\calc_p17_s2_aug4.jpg
calc_p17_s3,calc_p17_s3_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s3\calc_p17_s3_aug1.jpg
calc_p17_s3,calc_p17_s3_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s3\calc_p17_s3_aug2.jpg
calc_p17_s3,calc_p17_s3_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s3\calc_p17_s3_aug3.jpg
calc_p17_s3,calc_p17_s3_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s3\calc_p17_s3_aug4.jpg
calc_p17_s4,calc_p17_s4_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s4\calc_p17_s4_aug1.jpg
calc_p17_s4,calc_p17_s4_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s4\calc_p17_s4_aug2.jpg
calc_p17_s4,calc_p17_s4_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s4\calc_p17_s4_aug3.jpg
calc_p17_s4,calc_p17_s4_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p17_s4\calc_p17_s4_aug4.jpg
calc_p18_s2,calc_p18_s2_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s2\calc_p18_s2_aug1.jpg
calc_p18_s2,calc_p18_s2_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s2\calc_p18_s2_aug2.jpg
calc_p18_s2,calc_p18_s2_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s2\calc_p18_s2_aug3.jpg
calc_p18_s2,calc_p18_s2_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s2\calc_p18_s2_aug4.jpg
calc_p18_s3,calc_p18_s3_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s3\calc_p18_s3_aug1.jpg
calc_p18_s3,calc_p18_s3_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s3\calc_p18_s3_aug2.jpg
calc_p18_s3,calc_p18_s3_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s3\calc_p18_s3_aug3.jpg
calc_p18_s3,calc_p18_s3_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s3\calc_p18_s3_aug4.jpg
calc_p18_s4,calc_p18_s4_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s4\calc_p18_s4_aug1.jpg
calc_p18_s4,calc_p18_s4_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s4\calc_p18_s4_aug2.jpg
calc_p18_s4,calc_p18_s4_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s4\calc_p18_s4_aug3.jpg
calc_p18_s4,calc_p18_s4_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s4\calc_p18_s4_aug4.jpg
calc_p18_s5,calc_p18_s5_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s5\calc_p18_s5_aug1.jpg
calc_p18_s5,calc_p18_s5_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s5\calc_p18_s5_aug2.jpg
calc_p18_s5,calc_p18_s5_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s5\calc_p18_s5_aug3.jpg
calc_p18_s5,calc_p18_s5_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p18_s5\calc_p18_s5_aug4.jpg
calc_p19_s1,calc_p19_s1_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p19_s1\calc_p19_s1_aug1.jpg
calc_p19_s1,calc_p19_s1_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p19_s1\calc_p19_s1_aug2.jpg
calc_p19_s1,calc_p19_s1_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p19_s1\calc_p19_s1_aug3.jpg
calc_p19_s1,calc_p19_s1_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p19_s1\calc_p19_s1_aug4.jpg
calc_p19_s2,calc_p19_s2_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p19_s2\calc_p19_s2_aug1.jpg
calc_p19_s2,calc_p19_s2_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p19_s2\calc_p19_s2_aug2.jpg
calc_p19_s2,calc_p19_s2_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p19_s2\calc_p19_s2_aug3.jpg
calc_p19_s2,calc_p19_s2_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p19_s2\calc_p19_s2_aug4.jpg
calc_p20_s2,calc_p20_s2_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p20_s2\calc_p20_s2_aug1.jpg
calc_p20_s2,calc_p20_s2_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p20_s2\calc_p20_s2_aug2.jpg
calc_p20_s2,calc_p20_s2_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p20_s2\calc_p20_s2_aug3.jpg
calc_p20_s2,calc_p20_s2_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p20_s2\calc_p20_s2_aug4.jpg
calc_p21_s1,calc_p21_s1_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p21_s1\calc_p21_s1_aug1.jpg
calc_p21_s1,calc_p21_s1_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p21_s1\calc_p21_s1_aug2.jpg
calc_p21_s1,calc_p21_s1_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p21_s1\calc_p21_s1_aug3.jpg
calc_p21_s1,calc_p21_s1_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p21_s1\calc_p21_s1_aug4.jpg
calc_p21_s2,calc_p21_s2_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p21_s2\calc_p21_s2_aug1.jpg
calc_p21_s2,calc_p21_s2_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p21_s2\calc_p21_s2_aug2.jpg
calc_p21_s2,calc_p21_s2_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p21_s2\calc_p21_s2_aug3.jpg
calc_p21_s2,calc_p21_s2_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\calc_p21_s2\calc_p21_s2_aug4.jpg
la_p1_s1,la_p1_s1_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s1\la_p1_s1_aug1.jpg
la_p1_s1,la_p1_s1_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s1\la_p1_s1_aug2.jpg
la_p1_s1,la_p1_s1_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s1\la_p1_s1_aug3.jpg
la_p1_s1,la_p1_s1_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s1\la_p1_s1_aug4.jpg
la_p1_s2,la_p1_s2_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s2\la_p1_s2_aug1.jpg
la_p1_s2,la_p1_s2_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s2\la_p1_s2_aug2.jpg
la_p1_s2,la_p1_s2_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s2\la_p1_s2_aug3.jpg
la_p1_s2,la_p1_s2_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s2\la_p1_s2_aug4.jpg
la_p1_s3,la_p1_s3_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s3\la_p1_s3_aug1.jpg
la_p1_s3,la_p1_s3_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s3\la_p1_s3_aug2.jpg
la_p1_s3,la_p1_s3_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s3\la_p1_s3_aug3.jpg
la_p1_s3,la_p1_s3_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s3\la_p1_s3_aug4.jpg
la_p1_s4,la_p1_s4_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s4\la_p1_s4_aug1.jpg
la_p1_s4,la_p1_s4_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s4\la_p1_s4_aug2.jpg
la_p1_s4,la_p1_s4_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s4\la_p1_s4_aug3.jpg
la_p1_s4,la_p1_s4_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s4\la_p1_s4_aug4.jpg
la_p1_s5,la_p1_s5_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s5\la_p1_s5_aug1.jpg
la_p1_s5,la_p1_s5_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s5\la_p1_s5_aug2.jpg
la_p1_s5,la_p1_s5_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s5\la_p1_s5_aug3.jpg
la_p1_s5,la_p1_s5_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p1_s5\la_p1_s5_aug4.jpg
la_p2_s1,la_p2_s1_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s1\la_p2_s1_aug1.jpg
la_p2_s1,la_p2_s1_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s1\la_p2_s1_aug2.jpg
la_p2_s1,la_p2_s1_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s1\la_p2_s1_aug3.jpg
la_p2_s1,la_p2_s1_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s1\la_p2_s1_aug4.jpg
la_p2_s2,la_p2_s2_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s2\la_p2_s2_aug1.jpg
la_p2_s2,la_p2_s2_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s2\la_p2_s2_aug2.jpg
la_p2_s2,la_p2_s2_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s2\la_p2_s2_aug3.jpg
la_p2_s2,la_p2_s2_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s2\la_p2_s2_aug4.jpg
la_p2_s3,la_p2_s3_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s3\la_p2_s3_aug1.jpg
la_p2_s3,la_p2_s3_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s3\la_p2_s3_aug2.jpg
la_p2_s3,la_p2_s3_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s3\la_p2_s3_aug3.jpg
la_p2_s3,la_p2_s3_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s3\la_p2_s3_aug4.jpg
la_p2_s4,la_p2_s4_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s4\la_p2_s4_aug1.jpg
la_p2_s4,la_p2_s4_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s4\la_p2_s4_aug2.jpg
la_p2_s4,la_p2_s4_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s4\la_p2_s4_aug3.jpg
la_p2_s4,la_p2_s4_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p2_s4\la_p2_s4_aug4.jpg
la_p3_s1,la_p3_s1_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p3_s1\la_p3_s1_aug1.jpg
la_p3_s1,la_p3_s1_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p3_s1\la_p3_s1_aug2.jpg
la_p3_s1,la_p3_s1_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p3_s1\la_p3_s1_aug3.jpg
la_p3_s1,la_p3_s1_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p3_s1\la_p3_s1_aug4.jpg
la_p3_s2,la_p3_s2_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p3_s2\la_p3_s2_aug1.jpg
la_p3_s2,la_p3_s2_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p3_s2\la_p3_s2_aug2.jpg
la_p3_s2,la_p3_s2_aug3,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p3_s2\la_p3_s2_aug3.jpg
la_p3_s2,la_p3_s2_aug4,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p3_s2\la_p3_s2_aug4.jpg
la_p3_s3,la_p3_s3_aug1,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p3_s3\la_p3_s3_aug1.jpg
la_p3_s3,la_p3_s3_aug2,c:\Users\admin\OneDrive\Documents\CS projects\MathLens\src\..\data\augmented\la_p3_s3\la_p3_s3_aug2.jpg
